abandon -> abandons,abandoning,abandoned
position -> positions,positioning,positioned
possess -> possesses,possessing,possessed
post -> posts,posting,posted
postdate -> postdates,postdating,postdated
postpone -> postpones,postponing,postponed
postulate -> postulates,postulating,postulated
posture -> postures,posturing,postured
pot -> pots,potting,potted
potter -> potters,pottering,pottered
potty -> potties,pottier,pottiest
pounce -> pounces,pouncing,pounced
pound -> pounds,pounding,pounded
pour -> pours,pouring,poured
pout -> pouts,pouting,pouted
powder -> powders,powdering,powdered
power -> powers,powering,powered
practice -> practices,practicing,practiced
practise -> practises,practising,practised
praise -> praises,praising,praised
prance -> prances,prancing,pranced
prattle -> prattles,prattling,prattled
pray -> prays,praying,prayed
pre-empt -> pre-empts,pre-empting,pre-empted
preach -> preaches,preaching,preached
precede -> precedes,preceding,preceded
precipitate -> precipitates,precipitating,precipitated
preclude -> precludes,precluding,precluded
predate -> predates,predating,predated
predicate -> predicates,predicating,predicated
predict -> predicts,predicting,predicted
predispose -> predisposes,predisposing,predisposed
predominate -> predominates,predominating,predominated
preen -> preens,preening,preened
preface -> prefaces,prefacing,prefaced
prefer -> prefers,preferring,preferred
prefigure -> prefigures,prefiguring,prefigured
preheat -> preheats,preheating,preheated
prejudge -> prejudges,prejudging,prejudged
prejudice -> prejudices,prejudicing,prejudiced
preoccupy -> preoccupies,preoccupying,preoccupied
prepare -> prepares,preparing,prepared
prepay -> prepays,prepaid,prepaying
presage -> presages,presaging,presaged
prescribe -> prescribes,prescribing,prescribed
present -> presents,presenting,presented
preserve -> preserves,preserving,preserved
preset -> presets,presetting,pre-set,pre-sets,pre-setting
preside -> presides,presiding,presided
press -> presses,pressing,pressed
pressgang -> pressgangs,pressganging,pressganged
pressure -> pressures,pressuring,pressured
pressurize -> pressurizes,pressurizing,pressurized
presume -> presumes,presuming,presumed
presuppose -> presupposes,presupposing,presupposed
pretend -> pretends,pretending,pretended
prettify -> prettifies,prettifying,prettified
prevail -> prevails,prevailing,prevailed
prevaricate -> prevaricates,prevaricating,prevaricated
prevent -> prevents,preventing,prevented
prey -> preys,preying,preyed
price -> prices,pricing,priced
prick -> pricks,pricking,pricked
prickle -> prickles,prickling,prickled
pride -> prides,priding,prided
prime -> primes,priming,primed
print -> prints,printing,printed
prise -> prises,prising,prised
privatize -> privatizes,privatizing,privatized
prize -> prizes,prizing,prized
probe -> probes,probing,probed
proceed -> proceeds,proceeding,proceeded
process -> processes,processing,processed
proclaim -> proclaims,proclaiming,proclaimed
procrastinate -> procrastinates,procrastinating,procrastinated
procreate -> procreates,procreating,procreated
procure -> procures,procuring,procured
prod -> prods,prodding,prodded
produce -> produces,producing,produced
profane -> profanes,profaning,profaned
profess -> professes,professing,professed
proffer -> proffers,proffering,proffered
profit -> profits,profiting,profited
program -> programs,programming,programmed
programme -> programmes,programming,programmed
progress -> progresses,progressing,progressed
prohibit -> prohibits,prohibiting,prohibited
project -> projects,projecting,projected
proliferate -> proliferates,proliferating,proliferated
prolong -> prolongs,prolonging,prolonged
promenade -> promenades,promenading,promenaded
promise -> promises,promising,promised
promote -> promotes,promoting,promoted
prompt -> prompts,prompting,prompted
promulgate -> promulgates,promulgating,promulgated
pronounce -> pronounces,pronouncing,pronounced
proofread -> proofreads,proofreading,proof-read,proof-reads,proof-reading
proofreader -> proofreaders,proof-reader,proof-readers
prop -> props,propping,propped
propagandize -> propagandizes,propagandizing,propagandized
propagate -> propagates,propagating,propagated
propel -> propels,propelling,propelled
prophesy -> prophesies,prophesying,prophesied
propitiate -> propitiates,propitiating,propitiated
propose -> proposes,proposing,proposed
proposition -> propositions,propositioning,propositioned
propound -> propounds,propounding,propounded
proscribe -> proscribes,proscribing,proscribed
prosecute -> prosecutes,prosecuting,prosecuted
proselytize -> proselytizes,proselytizing,proselytized
prospect -> prospects,prospecting,prospected
prosper -> prospers,prospering,prospered
prostitute -> prostitutes,prostituting,prostituted
prostrate -> prostrates,prostrating,prostrated
protect -> protects,protecting,protected
protest -> protests,protesting,protested
protrude -> protrudes,protruding,protruded
prove -> proves,proving,proved,proven
provide -> provides,providing,provided
provision -> provisions,provisioning,provisioned
provoke -> provokes,provoking,provoked
prowl -> prowls,prowling,prowled
prune -> prunes,pruning,pruned
pry -> pries,prying,pried
psych -> psychs,psyching,psyched
psychoanalyse -> psychoanalyses,psychoanalysing,psychoanalysed
publicize -> publicizes,publicizing,publicized
publish -> publishes,publishing,published
pucker -> puckers,puckering,puckered
puff -> puffs,puffing,puffed
puke -> pukes,puking,puked
pull -> pulls,pulling,pulled
pulp -> pulps,pulping,pulped
pulsate -> pulsates,pulsating,pulsated
pulse -> pulses,pulsing,pulsed
pulverize -> pulverizes,pulverizing,pulverized
pummel -> pummels,pummelling,pummelled
pump -> pumps,pumping,pumped
pun -> puns,punning,punned
punch -> punches,punching,punched
punctuate -> punctuates,punctuating,punctuated
puncture -> punctures,puncturing,punctured
punish -> punishes,punishing,punished
punt -> punts,punting,punted
purchase -> purchases,purchasing,purchased
puree -> purees,pureeing,pureed
purge -> purges,purging,purged
purify -> purifies,purifying,purified
purl -> purls,purling,purled
purloin -> purloins,purloining,purloined
purport -> purports,purporting,purported
purpose -> purposes,purposing,purposed
purr -> purrs,purring,purred
purse -> purses,pursing,pursed
pursue -> pursues,pursuing,pursued
purvey -> purveys,purveying,purveyed
push -> pushes,pushing,pushed
pussyfoot -> pussyfoots,pussyfooting,pussyfooted
putrefy -> putrefies,putrefying,putrefied
putt -> putts,putting,putted
putter -> putters,puttering,puttered
puzzle -> puzzles,puzzling,puzzled
quack -> quacks,quacking,quacked
quadruple -> quadruples,quadrupling,quadrupled
quaff -> quaffs,quaffing,quaffed
quail -> quails,quailing,quailed
quake -> quakes,quaking,quaked
qualify -> qualifies,qualifying,qualified
quantify -> quantifies,quantifying,quantified
quarantine -> quarantines,quarantining,quarantined
quarrel -> quarrels,quarrelling,quarrelled
quarry -> quarries,quarrying,quarried
quarter -> quarters,quartering,quartered
quash -> quashes,quashing,quashed
quaver -> quavers,quavering,quavered
queer -> queerer,queeres,queers
queer -> queerer,queerest,queers
quell -> quells,quelling,quelled
quench -> quenches,quenching,quenched
query -> queries,querying,queried
quest -> quests,questing,quested
question -> questions,questioning,questioned
queue -> queues,queueing,queued
quibble -> quibbles,quibbling,quibbled
quick-freeze -> quick-freezes,quick-froze,quick-frozen,quick-freezing
quicken -> quickens,quickening,quickened
quiet -> quieter,quietest,quiets,quieting,quieted
quieten -> quietens,quietening,quietened
quip -> quips,quipping,quipped
quit -> quits,quitted,quitting
quiver -> quivers,quivering,quivered
quiz -> quizzes,quizzing,quizzed
quote -> quotes,quoting,quoted
rabbit -> rabbits,rabbiting,rabbited
race -> races,racing,raced
rack -> racks,racking,racked
racket -> rackets,racketing,racketed
radiate -> radiates,radiating,radiated
radicalize -> radicalizes,radicalizing,radicalized
radio -> radios,radioing,radioed
raffle -> raffles,raffling,raffled
rag -> rags,ragging,ragged
rage -> rages,raging,raged
raid -> raids,raiding,raided
rail -> rails,railing,railed
rain -> rains,raining,rained
raise -> raises,raising,raised
rake -> rakes,raking,raked
rally -> rallies,rallying,rallied
ram -> rams,ramming,rammed
ramble -> rambles,rambling,rambled
rampage -> rampages,rampaging,rampaged
range -> ranges,ranging,ranged
rank -> ranks,ranking,ranked
rankle -> rankles,rankling,rankled
ransack -> ransacks,ransacking,ransacked
ransom -> ransoms,ransoming,ransomed
rant -> rants,ranting,ranted
rap -> raps,rapping,rapped
rape -> rapes,raping,raped
rasp -> rasps,rasping,rasped
rat -> rats,ratting,ratted
rate -> rates,rating,rated
ratify -> ratifies,ratifying,ratified
ration -> rations,rationing,rationed
rationalize -> rationalizes,rationalizing,rationalized
rattle -> rattles,rattling,rattled
ravage -> ravages,ravaging,ravaged
rave -> raves,raving,raved
ravish -> ravishes,ravishing,ravished
raze -> razes,razing,razed
re-elect -> re-elects,re-electing,re-elected
re-enact -> re-enacts,re-enacting,re-enacted
re-examine -> re-examines,re-examining,re-examined
re-form -> re-forms,re-forming,re-formed
re-route -> re-routes,re-routing,re-routed
re-use -> re-uses,re-using,re-used
reach -> reaches,reaching,reached
react -> reacts,reacting,reacted
reactivate -> reactivates,reactivating,reactivated
readjust -> readjusts,readjusting,readjusted
ready -> readies,readying,readied
reaffirm -> reaffirms,reaffirming,reaffirmed
realize -> realizes,realizing,realized
reap -> reaps,reaping,reaped
reappear -> reappears,reappearing,reappeared
reappraise -> reappraises,reappraising,reappraised
rear -> rears,rearing,reared
rearm -> rearms,rearming,rearmed
rearrange -> rearranges,rearranging,rearranged
reason -> reasons,reasoning,reasoned
reassemble -> reassembles,reassembling,reassembled
reassert -> reasserts,reasserting,reasserted
reassess -> reassesses,reassessing,reassessed
reassure -> reassures,reassuring,reassured
rebel -> rebels,rebelling,rebelled
rebind -> rebinds,rebound,rebinding
rebound -> rebounds,rebounding,rebounded
rebroadcast -> rebroadcasts,rebroadcasted,rebroadcasting
rebuff -> rebuffs,rebuffing,rebuffed
rebuild -> rebuilds,rebuilding,rebuilt
rebuke -> rebukes,rebuking,rebuked
rebut -> rebuts,rebutting,rebutted
recall -> recalls,recalling,recalled
recant -> recants,recanting,recanted
recap -> recaps,recapping,recapped
recapitulate -> recapitulates,recapitulating,recapitulated
recapture -> recaptures,recapturing,recaptured
recede -> recedes,receding,receded
receive -> receives,receiving,received
recharge -> recharges,recharging,recharged
reciprocate -> reciprocates,reciprocating,reciprocated
recite -> recites,reciting,recited
reckon -> reckons,reckoning,reckoned
reclaim -> reclaims,reclaiming,reclaimed
recline -> reclines,reclining,reclined
recognize -> recognizes,recognizing,recognized
recoil -> recoils,recoiling,recoiled
recollect -> recollects,recollecting,recollected
recommend -> recommends,recommending,recommended
recompense -> recompenses,recompensing,recompensed
reconcile -> reconciles,reconciling,reconciled
recondition -> reconditions,reconditioning,reconditioned
reconnoitre -> reconnoitres,reconnoitring,reconnoitred
reconsider -> reconsiders,reconsidering,reconsidered
reconstitute -> reconstitutes,reconstituting,reconstituted
reconstruct -> reconstructs,reconstructing,reconstructed
record -> records,recording,recorded
recount -> recounts,recounting,recounted
recoup -> recoups,recouping,recouped
recover -> recovers,recovering,recovered
recreate -> recreates,recreating,recreated
recruit -> recruits,recruiting,recruited
rectify -> rectifies,rectifying,rectified
recuperate -> recuperates,recuperating,recuperated
recur -> recurs,recurring,recurred
recycle -> recycles,recycling,recycled
red -> redder,reddest,reds
redden -> reddens,reddening,reddened
redecorate -> redecorates,redecorating,redecorated
redeem -> redeems,redeeming,redeemed
redeploy -> redeploys,redeploying,redeployed
redevelop -> redevelops,redeveloping,redeveloped
redirect -> redirects,redirecting,redirected
redistribute -> redistributes,redistributing,redistributed
redo -> redoes,redoing,redid,redone
redouble -> redoubles,redoubling,redoubled
redress -> redresses,redressing,redressed
reduce -> reduces,reducing,reduced
reek -> reeks,reeking,reeked
reel -> reels,reeling,reeled
refer -> refers,referring,referred
referee -> referees,refereeing,refereed
refill -> refills,refilling,refilled
refine -> refines,refining,refined
refit -> refits,refitting,refitted
reflate -> reflates,reflating,reflated
reflect -> reflects,reflecting,reflected
reforest -> reforests,reforesting,reforested
reform -> reforms,reforming,reformed
refract -> refracts,refracting,refracted
refrain -> refrains,refraining,refrained
refresh -> refreshes,refreshing,refreshed
refrigerate -> refrigerates,refrigerating,refrigerated
refuel -> refuels,refuelling,refuelled
refund -> refunds,refunding,refunded
refurbish -> refurbishes,refurbishing,refurbished
refuse -> refuses,refusing,refused
refute -> refutes,refuting,refuted
regain -> regains,regaining,regained
regale -> regales,regaling,regaled
regard -> regards,regarding,regarded
regenerate -> regenerates,regenerating,regenerated
register -> registers,registering,registered
regress -> regresses,regressing,regressed
regret -> regrets,regretting,regretted
regroup -> regroups,regrouping,regrouped
regularize -> regularizes,regularizing,regularized
regulate -> regulates,regulating,regulated
regurgitate -> regurgitates,regurgitating,regurgitated
rehabilitate -> rehabilitates,rehabilitating,rehabilitated
rehash -> rehashes,rehashing,rehashed
rehear -> rehears,reheard,rehearing
rehearse -> rehearses,rehearsing,rehearsed
rehouse -> rehouses,rehousing,rehoused
reign -> reigns,reigning,reigned
reimburse -> reimburses,reimbursing,reimbursed
rein -> reins,reining,reined
reincarnate -> reincarnates,reincarnating,reincarnated
reinforce -> reinforces,reinforcing,reinforced
reinstate -> reinstates,reinstating,reinstated
reissue -> reissues,reissuing,reissued
reiterate -> reiterates,reiterating,reiterated
reject -> rejects,rejecting,rejected
rejoice -> rejoices,rejoicing,rejoiced
rejoin -> rejoins,rejoining,rejoined
rejuvenate -> rejuvenates,rejuvenating,rejuvenated
rekindle -> rekindles,rekindling,rekindled
relapse -> relapses,relapsing,relapsed
relate -> relates,relating,related
relax -> relaxes,relaxing,relaxed
relay -> relays,relaying,relayed,relaid
release -> releases,releasing,released
relegate -> relegates,relegating,relegated
relent -> relents,relenting,relented
relieve -> relieves,relieving,relieved
relinquish -> relinquishes,relinquishing,relinquished
relish -> relishes,relishing,relished
relive -> relives,reliving,relived
reload -> reloads,reloading,reloaded
relocate -> relocates,relocating,relocated
rely -> relies,relying,relied
remain -> remains,remaining,remained
remake -> remakes,remaking,remade
remand -> remands,remanding,remanded
